Vibration,Temperature,Force
24.11,17.18,-0.02
24.15,16.87,-0.02
24.09,16.99,-0.02
24.15,16.99,-0.02
24.15,16.99,-0.02
24.11,17.02,-0.02
24.03,17.18,-0.02
24.03,16.99,-0.02
23.91,17.02,-0.02
23.75,17.02,-0.02
23.63,17.02,-0.02
23.53,17.02,-0.02
23.53,16.91,-0.02
23.51,17.30,-0.02
23.57,17.18,-0.02
23.57,16.51,-0.02
23.59,17.42,-0.02
23.53,16.87,-0.02
23.47,16.95,-0.02
23.53,17.02,-0.02
23.57,18.51,-0.02
23.51,16.99,-0.02
23.53,16.20,-0.02
23.51,16.99,-0.02
23.51,18.79,-0.02
23.51,18.08,-0.02
23.45,17.06,-0.02
23.57,17.46,-0.02
23.47,17.30,-0.02
23.51,18.55,-0.02
23.47,15.93,-0.02
23.53,17.69,-0.02
23.51,16.55,-0.02
23.47,16.48,-0.02
23.51,17.10,-0.02
23.53,17.46,-0.02
23.57,18.63,-0.02
23.53,11.85,-0.02
23.53,20.04,0.01
23.53,20.04,0.03
23.51,14.28,0.05
23.51,11.41,0.09
23.53,20.04,0.10
23.51,12.28,0.11
23.53,11.69,0.23
23.57,10.63,0.25
23.53,1.88,0.27
23.57,12.40,0.32
23.57,3.14,-0.95
23.57,20.04,-0.95
