Vibration,Temperature,Force
24.15,17.77,0.44
24.09,17.85,0.44
24.09,17.81,0.44
24.09,17.69,0.44
24.09,17.46,0.43
24.09,17.73,0.44
24.09,16.16,0.43
24.09,17.57,0.44
24.09,17.65,0.44
23.47,16.99,-0.03
23.45,19.10,-0.02
23.47,18.04,-0.02
23.41,17.38,-0.02
23.51,18.83,-0.02
23.47,16.16,-0.02
23.45,19.30,-0.02
23.45,18.83,-0.02
23.45,15.73,-0.02
23.53,18.71,-0.02
23.51,16.40,-0.02
23.51,18.32,-0.02
23.41,17.50,-0.02
23.41,18.04,-0.02
23.45,16.67,-0.02
23.45,17.61,-0.02
23.47,17.77,-0.02
23.57,16.48,-0.02
23.57,17.10,-0.02
23.57,16.12,-0.02
23.57,18.67,-0.02
23.53,19.22,-0.02
23.51,15.53,-0.02
23.57,19.93,-0.02
23.47,17.73,-0.02
23.39,18.36,-0.02
23.41,16.08,-0.02
23.57,19.10,-0.02
23.51,17.85,-0.02
23.51,16.44,-0.02
23.57,18.87,-0.02
23.57,18.91,-0.02
23.57,17.61,-0.02
23.53,19.30,-0.02
23.53,19.30,-0.02
23.59,14.95,-0.02
23.63,8.51,-0.02
23.63,20.04,0.00
23.69,17.57,0.01
23.63,20.04,0.02
23.69,20.04,0.02
