Vibration,Temperature,Force
24.33,16.91,0.02
24.23,13.53,0.03
24.27,17.06,0.03
24.35,16.79,0.03
24.47,17.18,0.03
24.45,17.02,0.03
24.53,18.67,0.03
24.47,15.26,0.03
24.53,16.04,0.03
24.53,18.36,0.04
24.41,15.73,0.04
24.39,17.73,0.04
24.41,17.02,0.04
24.39,15.93,0.04
24.35,17.02,0.04
24.59,17.69,0.03
24.57,16.63,0.03
24.59,18.4,0.03
24.59,14.51,0.01
24.47,17.77,0.01
24.45,19.3,0.01
24.33,16.04,0.01
24.27,17.46,0.01
24.27,16.48,-0.26
24.27,15.93,0.01
24.27,17.06,0.01
24.23,17.02,0.01
24.17,17.73,0.01
24.17,17.73,0.01
24.27,15.53,0.01
24.27,16.63,0.01
24.29,16.36,0.01
24.33,19.46,0.01
24.51,15.22,0.01
24.51,15.61,0.09
24.27,16.75,0.02
24.23,18.51,0.01
24.23,17.34,0.02
24.17,10.36,0.05
24.17,7.1,0.06
24.03,9.81,0.1
24.09,20.04,0.13
24.11,20.04,0.17
24.15,7.06,0.27
24.39,15.53,0.43
24.47,15.81,0.44
24.41,19.1,0.47
24.41,20.04,0.51
24.39,20.04,0.55
24.35,20.04,0.59
24.27,12.04,0.62
24.41,20.04,0.69
24.35,14.12,1.06
24.57,17.97,1.1
24.59,17.26,1.2
24.51,17.53,1.32
24.63,17.02,1.36
24.59,16.79,1.44
24.63,17.1,1.52
24.65,17.18,1.57
24.57,17.02,1.64
24.65,16.91,1.66
24.59,16.99,1.66
24.65,16.91,1.65
24.71,16.95,1.65
24.71,16.91,1.64
24.75,16.87,1.64
24.77,16.95,1.63
24.83,16.95,1.63
23.87,16.51,-0.21
23.91,15.73,-0.2
23.65,16.51,-0.21
23.87,16.51,-0.21
23.91,15.73,-0.2
23.65,16.51,-0.21
24.65,17.77,-0.2
24.41,19.02,-0.2
24.33,17.57,-0.2
24.39,14.24,-0.2
24.35,18.79,-0.2
24.45,11.26,-0.19
24.47,20.04,-0.19
24.41,16.55,-0.18
24.39,14.59,-0.18
24.71,10.59,-0.17
24.71,18.51,-0.1
24.71,17.97,-0.09
24.81,20.04,-0.08
24.75,17.34,-0.12
24.59,19.42,-0.04
24.45,15.85,0.02
24.45,19.18,0.04
24.51,17.97,0.09
24.21,15.34,0.13
24.23,8.04,0.13
24.21,17.02,0.13
24.35,20.04,0.17
24.29,9.69,0.22
24.23,20.04,-1.28
29.75,14.32,-0.42
30.19,18.63,-0.43
30.59,15.34,-0.44
30.91,20.04,-0.46
32.49,20.04,-0.47
32.85,20.04,-0.46
33.69,20.04,-0.46
35.09,15.69,-0.46
46.17,18.2,-0.48
46.13,17.89,-0.49
46.05,16.55,-0.49
46.13,17.1,-0.49
46.37,16.63,-0.48
46.53,17.77,-0.49
46.25,17.93,-0.47
46.03,16.32,-0.46
45.73,16.75,-0.48
45.67,17.02,-0.48
45.63,16.08,-0.48
45.45,16.95,-0.48
45.45,17.42,-0.48
45.31,16.59,-0.48
44.97,16.71,-0.47
45.03,20.04,-0.46
45.37,12.67,-0.44
45.79,20.04,-0.48
