Vibration,Temperature,Force
23.69,-6.28,-0.08
23.69,18.87,-0.01
23.69,-0.39,-0.02
23.79,11.14,-0.01
23.99,11.30,-0.01
23.97,20.04,-0.01
23.35,17.85,-0.07
23.35,17.85,-0.07
23.33,17.81,-0.07
23.33,17.46,-0.07
23.29,13.77,-0.07
23.29,18.01,-0.07
23.35,17.85,-0.07
23.35,17.85,-0.07
23.33,17.81,-0.07
23.33,17.46,-0.07
23.29,13.77,-0.07
23.29,18.01,-0.07
23.79,18.71,-0.07
23.79,18.28,-0.07
23.75,18.91,-0.07
23.79,18.08,-0.07
23.79,17.22,-0.07
23.79,16.44,-0.07
23.75,18.75,-0.07
23.75,17.77,-0.07
23.71,17.42,-0.07
23.75,17.53,-0.07
23.65,17.61,-0.07
23.63,16.00,-0.07
23.75,17.06,-0.07
23.85,19.10,-0.07
24.09,18.20,-0.07
24.05,18.32,-0.07
24.05,17.61,-0.07
24.11,17.69,-0.07
24.09,16.95,-0.07
24.03,16.91,-0.07
24.05,19.02,-0.07
23.93,19.77,-0.07
23.97,17.81,-0.07
23.87,19.30,-0.07
23.87,18.36,-0.07
23.87,17.06,-0.07
23.85,16.28,-0.07
23.87,18.24,-0.07
23.87,19.65,-0.07
23.97,18.79,-0.07
23.97,18.95,-0.07
23.93,16.00,-0.07
