Vibration,Temperature,Force
23.71,5.61,0.33
23.65,11.92,0.33
23.69,5.45,-0.95
23.65,9.85,0.23
23.75,15.26,0.18
23.63,16.95,0.17
23.69,18.20,0.17
23.71,16.87,0.17
23.69,17.38,0.16
23.41,16.16,0.16
23.41,18.91,0.16
23.41,18.75,0.16
23.35,15.69,0.16
23.39,17.22,0.16
23.35,18.28,0.16
23.41,15.97,0.16
23.45,16.59,0.16
23.41,16.75,0.16
23.45,16.79,0.16
23.41,17.65,0.16
23.57,15.77,0.16
23.57,18.59,0.16
23.47,18.36,0.16
1,17.69,0.15
23.29,17.77,0.15
23.21,17.69,0.15
23.23,17.65,0.15
23.27,17.57,0.15
23.23,17.69,0.15
23.27,17.65,0.15
23.21,17.69,0.15
23.29,17.77,0.15
23.21,17.69,0.15
23.23,17.65,0.15
23.27,17.57,0.15
23.23,17.69,0.15
23.17,14.63,0.15
23.23,19.85,0.15
23.27,18.48,0.15
23.29,19.18,0.15
23.29,16.20,0.14
23.33,11.57,0.15
23.29,20.04,0.15
23.23,15.38,0.15
23.27,19.22,0.15
23.27,20.04,0.15
23.17,20.04,0.15
23.29,16.55,0.15
23.27,18.71,0.15
23.17,20.04,0.15
