Vibration,Temperature,Force
23.03,17.65,-0.00
23.09,17.69,-0.00
23.03,17.61,-0.00
23.09,17.61,0.00
23.03,17.57,0.00
23.05,17.61,-0.00
23.05,17.57,-0.00
23.05,17.57,0.00
23.05,17.57,0.00
23.03,17.61,-0.00
23.05,17.53,-0.00
23.03,17.65,-0.00
23.05,17.57,0.00
23.03,17.57,0.00
23.11,17.61,0.00
23.53,19.65,-0.00
NAN,18.79,-0.00
22.87,19.22,-0.00
22.95,18.87,-0.00
22.95,17.26,-0.00
22.93,17.06,-0.00
22.95,16.55,-0.00
22.89,16.87,-0.00
22.93,18.44,-0.00
22.95,16.79,-0.00
22.99,16.00,-0.00
23.03,17.85,-0.00
22.99,18.40,-0.00
23.03,19.18,-0.00
22.93,17.89,-0.00
22.95,16.44,-0.00
22.99,18.48,-0.00
22.95,18.79,-0.00
22.93,18.40,-0.00
22.99,17.81,-0.00
22.93,17.50,-0.00
22.95,15.77,-0.00
22.95,18.40,-0.00
22.95,16.04,-0.00
23.03,18.12,-0.00
23.05,18.83,-0.00
23.05,18.16,-0.00
23.09,18.48,-0.00
23.39,16.91,-0.00
24.57,16.32,-0.00
24.35,18.04,-0.00
23.51,17.02,-0.00
23.47,19.34,-0.00
23.53,16.28,-0.00
23.47,17.77,-0.00
